Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
B0I1T2,B0I1T2,15,15,15,Unconventional myosin-Ig;Minor histocompatibility antigen HA-2,MYO1G,sp|B0I1T2|MYO1G_HUMAN Unconventional myosin-Ig OS=Homo sapiens OX=9606 GN=MYO1G PE=1 SV=2,1,15,15,15,13,9,10,5,5,11,11,12,13,9,10,5,5,11,11,12,13,9,10,5,5,11,11,12,18.1,18.1,18.1,116.44,1018,1018,1,76,0,100.2,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.5,10.3,10.3,5.8,4.8,12.8,11.4,15.5,101650000,27039000,6537900,9839600,5159900,6995600,11457000,11961000,22660000,3937900,2582400,3360100,2426400,2470000,3163500,3205000,5299800,10,5,8,1,2,5,4,8,43,,,,23,345;525;608;1077;3316;3672;3681;4176;4301;6648;6957;7977;8198;8256;9322,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,360;552;645;1129;3456;3824;3833;4352;4480;6926;7243;8371;8609;8671;9768,2130;2131;2132;2133;2134;2135;3261;3262;3263;3264;3265;3266;3267;3268;3810;3811;6700;20491;20492;20493;20494;20495;20496;20497;22722;22723;22724;22725;22726;22727;22769;22770;22771;22772;25900;25901;25902;25903;25904;25905;26697;41908;41909;41910;41911;41912;41913;41914;41915;43762;43763;43764;43765;43766;43767;50767;50768;50769;50770;50771;50772;50773;50774;52225;52226;52612;52613;52614;52615;52616;52617;52618;59224;59225;59226;59227,1593;1594;2443;2444;2445;2789;4939;14912;14913;14914;16510;16511;16512;16513;16514;16515;16516;16549;18859;18860;18861;18862;18863;18864;19496;30495;30496;30497;30498;30499;31871;37049;37050;37051;37052;37053;37054;37055;37056;37057;38156;38433;43109,1593;2443;2789;4939;14912;16510;16549;18859;19496;30495;31871;37050;38156;38433;43109,,,9606
Q99613;B5ME19,Q99613;B5ME19,10;10,10;10,10;10,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,2,10,10,10,7,3,4,5,5,7,7,9,7,3,4,5,5,7,7,9,7,3,4,5,5,7,7,9,10.1,10.1,10.1,105.34,913,913;914,1,47,0,96.521,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.4,3.2,4.9,6.5,6.5,8.5,7.4,10.1,50120000,16717000,1332600,2937800,3437000,3351100,5213900,4802600,12328000,1562800,829600,1212300,807200,644680,1177600,1323000,2129600,7,2,3,4,3,5,7,8,39,,,,24,427;1026;2029;4767;5681;6517;6995;8848;9883;10536,True;True;True;True;True;True;True;True;True;True,449;1077;2119;4967;5924;6788;7289;9282;10351;11025,2641;2642;2643;2644;2645;2646;2647;2648;6373;6374;6375;6376;12645;29862;29863;29864;29865;29866;29867;29868;29869;35886;35887;35888;41047;41048;41049;44027;44028;56324;56325;56326;62793;62794;62795;62796;62797;62798;62799;62800;67054;67055;67056;67057;67058;67059;67060,1980;1981;1982;1983;1984;1985;1986;1987;4681;4682;9243;21761;21762;21763;21764;21765;21766;21767;26142;26143;26144;29849;29850;32063;32064;41123;45741;45742;45743;45744;45745;49024;49025;49026;49027;49028;49029;49030;49031,1987;4682;9243;21761;26142;29849;32063;41123;45743;49030,,,9606;9606
CON__ENSEMBL:ENSBTAP00000018229;CON__Q3MHN5,CON__ENSEMBL:ENSBTAP00000018229;CON__Q3MHN5,3;2,3;2,3;2,,,;,2,3,3,3,2,0,1,3,1,2,2,0,2,0,1,3,1,2,2,0,2,0,1,3,1,2,2,0,8.6,8.6,8.6,53.661,475,475;474,1,11,0,34.096,By MS/MS,,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,,6.3,0,1.7,8.6,1.7,6.3,6.3,0,7067800,2221700,0,237870,1445700,191890,1831800,1138800,0,571320,0,0,754050,0,839100,476240,0,2,0,0,3,0,2,1,0,8,,,+,25,3931;4905;11836,True;True;True,4092;5119;12391,24312;30772;30773;30774;30775;30776;30777;75810;75811;75812;75813,17731;22421;22422;22423;55492;55493;55494;55495,17731;22422;55492,,,-1;-1
CON__ENSEMBL:ENSBTAP00000024146;P01023,CON__ENSEMBL:ENSBTAP00000024146,8;1,8;1,8;1,,,,2,8,8,8,8,2,0,3,1,2,0,0,8,2,0,3,1,2,0,0,8,2,0,3,1,2,0,0,7.9,7.9,7.9,164.34,1477,1477;1474,1,16,0,65.25,By MS/MS,By matching,,By MS/MS,By MS/MS,By MS/MS,,,7.9,2.6,0,3.3,0.7,2,0,0,9673500,7055900,1094000,0,464800,348900,709890,0,0,886030,378030,0,222620,0,249950,0,0,8,0,0,1,0,1,0,0,10,,,+,26,397;805;3682;8257;8958;10545;11450;12369,True;True;True;True;True;True;True;True,418;845;3834;8672;9394;11035;11975;12938,2470;2471;2472;2473;4953;22773;22774;52619;52620;52621;52622;56999;67106;73161;73162;79165,1844;1845;1846;3629;16550;38434;41583;49063;53619;57954,1844;3629;16550;38434;41583;49063;53619;57954,,,-1;9606
O76011;CON__O76011;CON__Q8IUT8;CON__Q9D646,O76011;CON__O76011;CON__Q8IUT8;CON__Q9D646,3;3;3;2,3;3;3;2,0;0;0;0,"Keratin, type I cuticular Ha4",KRT34,"sp|O76011|KRT34_HUMAN Keratin, type I cuticular Ha4 OS=Homo sapiens OX=9606 GN=KRT34 PE=1 SV=2;;;",4,3,3,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,8.5,8.5,0,49.423,436,436;394;436;392,1,5,0,74.936,,,,By matching,,,By MS/MS,By MS/MS,0,0,0,2.8,0,0,2.8,8.5,7324700,0,0,0,1040600,0,0,1626400,4657700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,,+,27,2372;8008;8838,True;True;True,2476;8403;9272,14606;50961;56277;56278;56279,10596;37190;41088;41089,10596;37190;41089,,,9606;-1;-1;-1
O95678;CON__O95678,O95678;CON__O95678,10;10,2;2,2;2,"Keratin, type II cytoskeletal 75",KRT75,"sp|O95678|K2C75_HUMAN Keratin, type II cytoskeletal 75 OS=Homo sapiens OX=9606 GN=KRT75 PE=1 SV=2;",2,10,2,2,3,7,5,7,6,5,7,10,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,2,14.9,2.2,2.2,59.56,551,551;551,1,4,0,14.387,By matching,By matching,By matching,By matching,By matching,By matching,By MS/MS,By MS/MS,4.9,12.7,8.7,12.7,10.9,8.7,13.4,14.9,2255600,0,0,0,0,433270,0,344800,1477500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,+,28,150;2487;2769;6135;8102;10173;10402;10403;12309;12316,False;False;False;False;False;False;True;True;False;False,157;2596;2889;6393;8500;10646;10884;10885;12877;12884,912;15293;15294;15295;15296;15297;15298;15299;17020;17021;17022;17023;17024;17025;17026;17027;17028;17029;17030;17031;38701;38702;38703;38704;38705;38706;38707;38708;51576;51577;51578;51579;51580;51581;51582;64500;64501;64502;64503;66234;66235;66236;66237;78785;78786;78787;78788;78789;78790;78791;78834;78835;78836;78837,680;11066;11067;11068;11069;11070;11071;11072;12337;12338;12339;12340;12341;12342;12343;12344;28100;28101;28102;28103;37642;37643;37644;37645;37646;37647;37648;47055;47056;47057;47058;48432;48433;57640;57641;57680;57681;57682;57683,680;11067;12344;28103;37648;47058;48432;48433;57640;57682,,,9606;-1
CON__P00735;P00734,CON__P00735,4;1,4;1,4;1,,,,2,4,4,4,4,3,3,3,2,4,3,3,4,3,3,3,2,4,3,3,4,3,3,3,2,4,3,3,7,7,7,70.505,625,625;622,1,25,0,31.622,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7,5,5,5,3.8,7,5,5,35839000,10839000,2043000,3921900,5012900,1406900,6020300,3901700,2693600,2091600,1179800,1836800,2148600,995200,1714100,1307000,904260,3,2,4,3,2,5,2,1,22,,,+,29,6848;11010;12382;12578,True;True;True;True,7132;11516;12951;13153,43166;43167;43168;43169;43170;43171;43172;70322;70323;79239;79240;79241;79242;79243;79244;79245;79246;80433;80434;80435;80436;80437;80438;80439;80440,31417;31418;31419;31420;51503;51504;58006;58007;58008;58009;58010;58011;58012;58013;58883;58884;58885;58886;58887;58888;58889;58890,31418;51504;58006;58887,,,-1;9606
CON__P00761,CON__P00761,3,3,3,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16.5,16.5,16.5,24.409,231,231,1,65,0,134.23,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17244000000,2188500000,2456000000,2822700000,2044600000,2074700000,1982800000,2211700000,1462700000,1011200000,2860700000,2535600000,1918100000,1774000000,2068800000,2092700000,1804600000,6,6,5,7,7,9,10,6,56,,,+,30,6438;7448;11238,True;True;True,6705;7754;11758,40572;40573;40574;40575;40576;40577;40578;40579;40580;40581;40582;40583;40584;40585;46745;46746;46747;46748;46749;46750;46751;46752;46753;46754;46755;46756;46757;46758;46759;46760;46761;46762;46763;46764;46765;46766;46767;46768;46769;46770;46771;71800;71801;71802;71803;71804;71805;71806;71807;71808;71809;71810;71811;71812;71813;71814;71815;71816;71817;71818;71819;71820;71821;71822;71823,29479;29480;29481;29482;29483;29484;29485;29486;29487;29488;29489;29490;29491;29492;29493;34021;34022;34023;34024;34025;34026;34027;34028;34029;34030;34031;34032;34033;34034;34035;34036;34037;34038;34039;52603;52604;52605;52606;52607;52608;52609;52610;52611;52612;52613;52614;52615;52616;52617;52618;52619;52620;52621;52622;52623;52624;52625;52626;52627,29487;34035;52606,,,-1
CON__P01966;P69905,CON__P01966,7;2,7;2,7;2,,,,2,7,7,7,7,6,7,7,6,7,6,4,7,6,7,7,6,7,6,4,7,6,7,7,6,7,6,4,79.6,79.6,79.6,15.184,142,142;142,1,72,0,240.38,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,79.6,71.8,79.6,79.6,69,79.6,69,45.8,554290000,202200000,15150000,43071000,163040000,23768000,75891000,25701000,5467500,26910000,8650400,12096000,28263000,8171000,18552000,8799700,2735700,10,10,9,10,8,10,7,3,67,,,+,31,925;2753;6916;7733;11141;11436;11698,True;True;True;True;True;True;True,973;2871;7201;8066;8067;11655;11961;12244,5695;5696;5697;5698;5699;5700;5701;5702;16929;16930;16931;16932;16933;16934;16935;16936;43526;43527;43528;43529;43530;43531;43532;43533;43534;48603;48604;48605;48606;48607;48608;48609;48610;48611;48612;48613;48614;48615;48616;48617;48618;48619;48620;48621;48622;48623;48624;48625;71158;71159;71160;71161;71162;71163;71164;71165;71166;71167;71168;71169;71170;73082;73083;73084;73085;73086;74866;74867;74868;74869;74870;74871,4141;4142;4143;4144;4145;4146;4147;4148;12277;12278;12279;12280;12281;12282;12283;12284;31701;31702;31703;31704;31705;31706;31707;31708;31709;35325;35326;35327;35328;35329;35330;35331;35332;35333;35334;35335;35336;35337;35338;35339;35340;35341;35342;35343;35344;35345;52134;52135;52136;52137;52138;52139;52140;52141;52142;52143;52144;52145;52146;53554;53555;53556;53557;53558;53559;53560;54849,4147;12280;31709;35331;52137;53557;54849,4,33,-1;9606
P02533;CON__P02533;CON__Q6IFX2;P19012;CON__A2A4G1;CON__P19012;CON__P08727;CON__P19001;P08727;CON__Q61782;O76015;O76013;CON__REFSEQ:XP_986630;P35900;CON__O76014;CON__Q7Z3Y9;CON__O76013;Q99456;O76014;CON__A2AB72;CON__O76015;CON__Q99456;Q8N1A0;CON__Q8N1A0;Q7Z3Y9;CON__P05784;CON__P35900;P05783,P02533;CON__P02533;CON__Q6IFX2,15;15;8;5;5;5;4;4;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,12;12;7;3;2;3;2;2;2;2;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0,4;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,"Keratin, type I cytoskeletal 14",KRT14,"sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4;;",28,15,12,4,3,10,10,14,7,6,10,15,1,7,7,11,5,4,7,12,0,3,3,4,2,1,3,4,33.5,28.2,13.1,51.561,472,472;472;452;456;456;456;400;403;400;93;456;467;476;424;471;468;467;494;449;453;456;494;295;295;468;423;424;430,1,57,0,112.68,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.3,23.1,23.7,31.6,14.6,12.5,23.1,33.5,66965000,0,4155800,2750000,13951000,2184800,1869000,8902400,33152000,0,1739800,595810,1949200,662900,584400,1693800,4279000,1,5,2,11,2,3,6,10,40,,,+,32,473;687;820;4793;5750;6060;6180;6329;8007;8901;9326;9688;10753;11605;12020,True;True;True;True;True;False;False;True;True;True;True;True;True;True;False,498;726;860;4997;5995;6317;6438;6594;8401;8402;9337;9772;10151;11253;12146;12578;12579,2921;2922;2923;4298;4299;4300;4301;4302;4303;4304;5032;5033;30054;30055;36347;36348;38297;38298;38299;38300;38301;38302;38303;38304;38305;38306;38307;38961;38962;38963;38964;38965;38966;39954;39955;39956;39957;39958;50951;50952;50953;50954;50955;50956;50957;50958;50959;50960;56675;56676;59237;59238;59239;59240;59241;61534;61535;61536;61537;61538;68729;68730;68731;68732;68733;68734;74258;74259;74260;74261;74262;74263;74264;74265;76960;76961;76962;76963;76964;76965;76966;76967;76968,2185;3149;3150;3151;3152;3153;3154;3155;3156;3683;3684;21925;26457;27804;27805;27806;28273;28274;28275;28276;28277;28278;29012;29013;29014;37187;37188;37189;41341;43113;43114;43115;43116;43117;44774;44775;44776;44777;50301;50302;54449;54450;54451;54452;54453;54454;54455;54456;54457;56301;56302;56303;56304;56305;56306;56307;56308,2185;3152;3683;21925;26457;27805;28274;29014;37188;41341;43113;44774;50302;54449;56307,5,119,9606;-1;-1;9606;-1;-1;-1;-1;9606;-1;9606;9606;-1;9606;-1;-1;-1;9606;9606;-1;-1;-1;9606;-1;9606;-1;-1;9606
P02538;P48668;CON__P48668;CON__P02538;CON__P04259;CON__Q8VED5;P19013;CON__P19013,P02538;P48668;CON__P48668;CON__P02538;CON__P04259,22;22;22;22;21;7;1;1,15;15;15;15;14;2;0;0,1;1;1;1;0;0;0;0,"Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6C",KRT6A;KRT6C,"sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3;sp|P48668|K2C6C_HUMAN Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3;;;",8,22,15,1,7,19,9,19,7,10,18,22,2,12,2,12,1,3,12,15,0,1,0,1,0,0,1,1,35.1,24.6,3,60.044,564,564;564;564;564;564;531;520;594,1,60,0,205.91,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.5,33.3,13.8,33.3,10.5,16.8,33.3,35.1,119410000,962810,17838000,2181900,23618000,0,2616700,21253000,50944000,201240,7305600,382990,5978000,0,569860,2593600,7290200,0,11,2,12,1,1,9,14,50,,,+,33,138;150;384;762;2487;2769;3656;6135;8074;8091;8102;8320;8758;8833;9452;10014;10173;10404;10405;12244;12309;12316,True;True;True;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;True;True;False;True,144;157;403;802;2596;2889;3808;6393;8472;8489;8500;8738;9189;9267;9901;10484;10646;10886;10887;12811;12877;12884,847;848;849;850;851;912;2376;2377;2378;2379;4719;4720;4721;4722;4723;4724;4725;15293;15294;15295;15296;15297;15298;15299;17020;17021;17022;17023;17024;17025;17026;17027;17028;17029;17030;17031;22644;22645;22646;22647;38701;38702;38703;38704;38705;38706;38707;38708;51402;51403;51404;51405;51495;51496;51497;51498;51499;51500;51501;51502;51503;51504;51505;51506;51507;51508;51509;51510;51511;51512;51513;51514;51576;51577;51578;51579;51580;51581;51582;53041;53042;53043;53044;53045;55789;55790;55791;55792;55793;55794;55795;55796;56244;56245;56246;56247;56248;59999;60000;60001;60002;60003;63630;64500;64501;64502;64503;66238;66239;66240;66241;66242;78368;78369;78370;78371;78372;78785;78786;78787;78788;78789;78790;78791;78834;78835;78836;78837,626;627;628;629;680;1767;1768;1769;3465;3466;3467;3468;11066;11067;11068;11069;11070;11071;11072;12337;12338;12339;12340;12341;12342;12343;12344;16456;16457;16458;16459;28100;28101;28102;28103;37509;37510;37511;37512;37579;37580;37581;37582;37583;37584;37585;37586;37587;37588;37589;37590;37591;37592;37593;37594;37595;37596;37597;37642;37643;37644;37645;37646;37647;37648;38770;38771;38772;38773;40737;40738;40739;40740;40741;40742;40743;41061;41062;41063;43656;43657;46379;47055;47056;47057;47058;48434;48435;48436;48437;48438;57330;57331;57332;57333;57334;57640;57641;57680;57681;57682;57683,629;680;1769;3467;11067;12344;16457;28103;37512;37588;37648;38773;40737;41063;43657;46379;47058;48434;48438;57334;57640;57682,,,9606;9606;-1;-1;-1;-1;9606;-1
CON__P02662,CON__P02662,2,2,2,,,,1,2,2,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,10.6,10.6,10.6,22.975,199,199,1,4,0,13.462,,By MS/MS,By MS/MS,,,,,,0,10.6,10.6,0,0,0,0,0,782650,0,268960,513700,0,0,0,0,0,0,217260,304230,0,0,0,0,0,0,1,2,0,0,0,0,0,3,,,+,34,4025;12505,True;True,4190;13077,24896;24897;80027;80028,18156;18157;58597,18157;58597,,,-1
CON__P02672;P02671,CON__P02672,9;1,9;1,9;1,,,,2,9,9,9,9,6,0,0,0,3,2,0,9,6,0,0,0,3,2,0,9,6,0,0,0,3,2,0,17.4,17.4,17.4,67.011,615,615;866,1,20,0,120.61,By MS/MS,By MS/MS,,,,By matching,By MS/MS,,17.4,11.7,0,0,0,5,4.1,0,25685000,20706000,2535400,0,0,0,1397100,1046500,0,2788300,721640,0,0,0,531380,431060,0,8,3,0,0,0,0,1,0,12,,,+,35,480;3142;3466;3530;7307;7894;8764;9306;10147,True;True;True;True;True;True;True;True;True,505;3276;3608;3675;7608;8281;9195;9752;10620,2952;2953;2954;2955;19351;19352;21463;21464;21802;45932;45933;45934;49871;55820;55821;59122;59123;59124;64341;64342,2213;14048;14049;15601;15602;15854;33460;36197;40760;40761;43041;46932;46933,2213;14048;15601;15854;33460;36197;40760;43041;46932,,,-1;9606
CON__P02676;P02675,CON__P02676,5;1,5;1,5;1,,,,2,5,5,5,5,2,0,0,1,2,4,1,5,2,0,0,1,2,4,1,5,2,0,0,1,2,4,1,10.9,10.9,10.9,56.44,495,495;491,1,15,0,31.713,By MS/MS,By MS/MS,,,By MS/MS,By matching,By matching,By matching,10.9,3.8,0,0,2.6,3.8,9.1,2,16590000,13102000,819090,0,0,0,738940,1651800,278880,2342200,593360,0,0,0,489630,458360,0,4,2,0,0,1,0,0,0,7,,,+,36,3293;4171;8549;8646;11038,True;True;True;True;True,3433;4346;8972;9076;11546,20310;20311;25864;25865;25866;25867;25868;54489;54490;54491;55136;55137;70483;70484;70485,14762;14763;18836;18837;39823;40295;51604;51605,14762;18836;39823;40295;51605,,,-1;9606
P02768;CON__P02768-1,P02768;CON__P02768-1,3;3,1;1,1;1,Serum albumin,ALB,sp|P02768|ALBU_HUMAN Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2;,2,3,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.9,1.5,1.5,69.366,609,609;609,1,8,0.0024927,7.2887,By matching,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,By MS/MS,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,7745800,1077000,1065300,952010,1146700,874800,940780,904770,784470,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,,,+,37,6005;9972;11830,False;True;False,6261;10442;12385,37958;37959;37960;37961;37962;37963;37964;37965;63387;63388;63389;63390;63391;63392;63393;63394;75781;75782;75783;75784;75785;75786;75787;75788,27565;46195;46196;46197;46198;55467;55468;55469;55470;55471;55472;55473;55474,27565;46195;55468,,,9606;-1
CON__P02769,CON__P02769,16,16,14,,,,1,16,16,14,15,15,16,14,15,15,15,14,15,15,16,14,15,15,15,14,13,13,14,12,13,13,13,12,21.3,21.3,18.8,69.293,607,607,1,131,0,279.38,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19.6,21.3,21.3,19.3,19.1,21.3,19.1,17.5,754550000,132660000,92303000,93690000,132410000,75609000,85188000,78295000,64395000,9158600,19383000,15275000,19949000,11114000,11438000,11213000,9216800,13,12,15,15,13,13,14,11,106,,,+,38,1017;1253;2725;4104;4144;4151;5855;6005;6447;7433;7581;8936;9215;9216;11115;11830,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1066;1312;2839;4273;4316;4324;6105;6261;6715;7738;7889;9372;9659;9660;11625;11626;12385,6298;6299;6300;6301;6302;6303;7731;7732;7733;7734;7735;7736;7737;7738;16771;16772;16773;16774;16775;16776;16777;16778;16779;25388;25389;25390;25391;25392;25393;25394;25395;25639;25640;25641;25642;25643;25644;25645;25646;25690;25691;25692;25693;25694;36971;36972;36973;36974;36975;36976;36977;36978;37958;37959;37960;37961;37962;37963;37964;37965;40639;40640;40641;40642;40643;40644;40645;46665;46666;46667;46668;46669;46670;46671;46672;47597;47598;47599;47600;47601;47602;56856;56857;56858;56859;56860;56861;56862;56863;58565;58566;58567;58568;58569;58570;58571;58572;58573;58574;58575;58576;58577;58578;58579;58580;58581;58582;58583;58584;58585;58586;58587;58588;70980;70981;70982;70983;70984;70985;70986;70987;70988;70989;75781;75782;75783;75784;75785;75786;75787;75788,4618;4619;4620;4621;4622;4623;4624;5668;5669;5670;5671;5672;12159;12160;12161;12162;12163;12164;12165;12166;12167;12168;18506;18507;18508;18509;18510;18511;18512;18513;18684;18685;18686;18710;18711;18712;18713;26885;26886;26887;26888;26889;26890;26891;26892;27565;29536;29537;29538;29539;29540;29541;29542;33975;33976;33977;33978;33979;33980;34641;41480;41481;41482;41483;41484;41485;41486;41487;42646;42647;42648;42649;42650;42651;42652;42653;42654;42655;42656;42657;42658;42659;42660;42661;42662;42663;42664;42665;42666;51997;51998;51999;52000;52001;52002;52003;52004;52005;55467;55468;55469;55470;55471;55472;55473;55474,4623;5668;12159;18511;18684;18712;26885;27565;29542;33978;34641;41482;42647;42663;52000;55468,6,571,-1
CON__P06868,CON__P06868,2,2,2,,,,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2.3,2.3,2.3,91.215,812,812,1,15,0,12.629,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.3,1.1,2.3,2.3,2.3,2.3,1.1,2.3,6203900,1511100,87568,618020,591210,755510,1560200,273260,807130,327620,0,321480,246000,306590,457610,0,304010,1,0,1,2,1,1,1,1,8,,,+,39,1551;11540,True;True,1626;12074,9575;9576;9577;9578;9579;9580;9581;73780;73781;73782;73783;73784;73785;73786;73787,6970;54090;54091;54092;54093;54094;54095;54096,6970;54090,,,-1
P07477;P07478;Q8NHM4;CON__P07477,P07477;P07478;Q8NHM4;CON__P07477,1;1;1;1,1;1;1;1,1;1;1;1,Trypsin-1;Alpha-trypsin chain 1;Alpha-trypsin chain 2;Trypsin-2;Putative trypsin-6,PRSS1;PRSS2;PRSS3P2,sp|P07477|TRY1_HUMAN Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1;sp|P07478|TRY2_HUMAN Trypsin-2 OS=Homo sapiens OX=9606 GN=PRSS2 PE=1 SV=1;sp|Q8NHM4|TRY6_HUMAN Putative trypsin-6 OS=Homo sapiens OX=9606 GN=PRSS3P2 PE=5 SV=2;,4,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,8.1,8.1,8.1,26.558,247,247;247;247;247,1,6,0.0080764,6.226,By MS/MS,By MS/MS,By MS/MS,,,,By MS/MS,By MS/MS,8.1,8.1,8.1,0,0,0,8.1,8.1,9440200,1181600,1531300,1224100,0,0,0,3916000,1587100,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,5,,,+,40,6439,TRUE,6706,40586;40587;40588;40589;40590;40591,29494;29495;29496;29497;29498,29494,,,9606;9606;9606;-1
