Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides PD1,Peptides PD2,Peptides PD3,Peptides PD4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides PD1,Razor + unique peptides PD2,Razor + unique peptides PD3,Razor + unique peptides PD4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides PD1,Unique peptides PD2,Unique peptides PD3,Unique peptides PD4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type PD1,Identification type PD2,Identification type PD3,Identification type PD4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage PD1 [%],Sequence coverage PD2 [%],Sequence coverage PD3 [%],Sequence coverage PD4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity PD1,Intensity PD2,Intensity PD3,Intensity PD4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity PD1,LFQ intensity PD2,LFQ intensity PD3,LFQ intensity PD4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count PD1,MS/MS count PD2,MS/MS count PD3,MS/MS count PD4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
O95678;CON__O95678,O95678;CON__O95678,13;13,2;2,2;2,"Keratin, type II cytoskeletal 75",KRT75,"sp|O95678|K2C75_HUMAN Keratin, type II cytoskeletal 75 OS=Homo sapiens OX=9606 GN=KRT75 PE=1 SV=2;",2,13,2,2,4,12,10,9,5,5,7,10,0,1,2,0,0,0,1,2,0,1,2,0,0,0,1,2,17.6,2.2,2.2,59.56,551,551;551,1,6,0,24.338,By matching,By MS/MS,By MS/MS,By matching,By matching,By matching,By MS/MS,By MS/MS,6.5,17.4,17.6,15.4,8.7,8.7,13.4,14.9,4023500,0,287820,1913300,0,0,0,344800,1477500,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,,,+,24,135;1391;2377;2648;5754;5755;7625;9548;9549;9764;9765;11579;11586,False;False;False;False;False;False;False;False;False;True;True;False;False,142;1452;1453;2473;2752;5985;5986;7979;9975;9976;10199;10200;12095;12102,738;739;7741;7742;7743;7744;7745;7746;13083;13084;13085;13086;13087;13088;13089;13090;14545;14546;14547;14548;14549;14550;14551;14552;14553;14554;14555;32944;32945;32946;32947;32948;32949;32950;32951;32952;32953;32954;32955;32956;32957;32958;44179;44180;44181;44182;44183;44184;44185;55059;55060;55061;55062;55063;55064;56560;56561;56562;56563;56564;56565;67244;67245;67246;67247;67248;67249;67250;67297;67298;67299;67300;67301,527;528;5461;5462;5463;5464;9210;9211;9212;9213;9214;9215;9216;9217;10277;10278;10279;10280;10281;10282;10283;23504;23505;23506;23507;23508;23509;23510;23511;31586;31587;31588;31589;31590;31591;31592;39289;39290;39291;39292;40534;40535;40536;40537;40538;48265;48307;48308;48309;48310,528;5461;9214;10279;23505;23511;31591;39290;39292;40536;40538;48265;48308,,,9606;-1
CON__P00735;P00734,CON__P00735,4;1,4;1,4;1,,,,2,4,4,4,3,2,1,2,2,4,3,3,3,2,1,2,2,4,3,3,3,2,1,2,2,4,3,3,7,7,7,70.505,625,625;622,1,20,0,28.244,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.6,3.8,1.4,2.6,3.8,7,5,5,16583000,469110,1599900,0,491190,1406900,6020300,3901700,2693600,1457100,2435700,0,622050,1573700,3292400,1991700,1802500,1,2,1,1,2,5,2,2,16,,,+,25,6430;10351;11653;11834,True;True;True;True,6684;10813;12170;12356,36780;36781;36782;36783;36784;60094;60095;67685;67686;67687;67688;67689;67690;67691;67692;68721;68722;68723;68724;68725,26234;26235;43116;43117;48587;48588;48589;48590;48591;48592;48593;48594;49332;49333;49334;49335,26234;43117;48591;49333,,,-1;9606
CON__P00761,CON__P00761,4,4,4,,,,1,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,25.1,25.1,25.1,24.409,231,231,1,67,0,157.13,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25.1,25.1,25.1,25.1,16.5,16.5,16.5,16.5,14902000000,2112500000,1806800000,1087200000,2030900000,2207300000,1982800000,2211700000,1462700000,8195700000,3824200000,12485000000,5169300000,2250400000,2236300000,2478800000,2046900000,9,6,10,6,7,9,11,6,64,,,+,26,4408;6048;6976;10565,True;True;True;True,4582;6289;7245;11038,24905;24906;24907;24908;34579;34580;34581;34582;34583;34584;34585;34586;34587;34588;34589;34590;34591;39716;39717;39718;39719;39720;39721;39722;39723;39724;39725;39726;39727;39728;39729;39730;39731;39732;39733;39734;39735;39736;39737;39738;61337;61338;61339;61340;61341;61342;61343;61344;61345;61346;61347;61348;61349;61350;61351;61352;61353;61354;61355;61356;61357;61358;61359;61360;61361;61362;61363,17883;24674;24675;24676;24677;24678;24679;24680;24681;24682;24683;24684;24685;24686;24687;24688;24689;28327;28328;28329;28330;28331;28332;28333;28334;28335;28336;28337;28338;28339;28340;28341;28342;28343;28344;28345;44035;44036;44037;44038;44039;44040;44041;44042;44043;44044;44045;44046;44047;44048;44049;44050;44051;44052;44053;44054;44055;44056;44057;44058;44059;44060;44061;44062;44063;44064,17883;24689;28330;44050,,,-1
CON__P01966;P69905,CON__P01966,6;2,6;2,6;2,,,,2,6,6,6,5,5,4,3,5,6,5,4,5,5,4,3,5,6,5,4,5,5,4,3,5,6,5,4,71.8,71.8,71.8,15.184,142,142;142,1,52,0,183.12,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,61.3,61.3,41.5,26.1,61.3,71.8,61.3,45.8,152180000,5412400,13851000,1159700,1305500,23688000,75670000,25624000,5467500,8816200,11451000,5280800,2422900,11739000,25102000,11808000,3874900,6,7,2,2,7,9,7,3,43,,,+,27,870;2635;6495;7263;10473;10746,True;True;True;True;True;True,912;2738;6750;7555;7556;10942;11225,4784;4785;4786;4787;4788;4789;14468;14469;14470;14471;14472;14473;14474;14475;37104;37105;37106;37107;37108;37109;37110;41321;41322;41323;41324;41325;41326;41327;41328;41329;41330;41331;41332;41333;41334;41335;41336;41337;41338;41339;41340;60809;60810;60811;60812;60813;60814;60815;60816;60817;60818;62441,3434;3435;3436;3437;3438;3439;3440;10226;10227;10228;10229;10230;10231;10232;10233;26471;26472;26473;26474;26475;26476;29443;29444;29445;29446;29447;29448;29449;29450;29451;29452;29453;29454;43661;43662;43663;43664;43665;43666;43667;43668;43669;43670;44853,3434;10226;26475;29443;43670;44853,4,33,-1;9606
P02533;CON__P02533;CON__Q6IFX2;Q04695;CON__Q04695;CON__Q9QWL7;P19012;CON__A2A4G1;CON__P19012;CON__P19001;P08727;CON__P08727;CON__Q61782;CON__P35900;P35900;CON__P05784;CON__Q8N1A0;Q7Z3Y9;CON__A2AB72;Q8N1A0;Q99456;CON__Q7Z3Y9;CON__Q99456;P05783,P02533;CON__P02533;CON__Q6IFX2;Q04695;CON__Q04695,22;22;12;11;11;10;7;7;7;5;5;5;4;3;3;1;1;1;1;1;1;1;1;1,10;10;5;4;4;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,10;10;5;4;4;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,"Keratin, type I cytoskeletal 14;Keratin, type I cytoskeletal 17",KRT14;KRT17,"sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4;;;sp|Q04695|K1C17_HUMAN Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2;",24,22,10,10,10,22,16,15,7,6,12,17,3,10,8,7,2,1,6,8,3,10,8,7,2,1,6,8,42.8,25.8,25.8,51.561,472,472;472;452;432;432;433;456;456;456;403;400;400;93;424;424;423;295;468;453;295;494;468;494;430,1,48,0,121.73,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19.5,42.8,33.9,31.8,12.7,10.6,25.6,34.1,81978000,467120,44233000,3167100,4250200,1252100,1046000,7020700,20542000,2265500,25856000,5969100,5730800,786050,0,2434200,6472500,1,11,4,4,1,1,4,7,33,,,+,28,102;437;644;770;771;4518;5413;5687;5799;5939;7533;7775;8123;8385;8748;8929;9083;10110;10339;10340;10899;11291,True;False;True;False;False;True;True;False;False;False;True;True;False;True;True;False;True;True;False;False;False;False,106;460;678;806;807;4701;4702;5631;5917;6030;6178;7885;8146;8509;8778;9150;9338;9499;10562;10801;10802;11391;11797;11798,583;2431;2432;3562;3563;3564;3565;3566;3567;3568;3569;4221;4222;4223;4224;4225;4226;25597;25598;25599;25600;25601;25602;25603;25604;30979;30980;32588;32589;32590;32591;32592;32593;32594;32595;32596;32597;32598;32599;32600;33185;33186;33187;33188;33189;33190;34031;34032;34033;34034;34035;34036;34037;43636;43637;43638;43639;45066;45067;45068;47102;48556;48557;48558;48559;48560;50622;50623;50624;50625;50626;51692;51693;51694;51695;51696;51697;51698;51699;52500;52501;52502;52503;52504;52505;58694;58695;58696;58697;58698;58699;60044;60045;60046;60047;60048;60049;63408;63409;63410;63411;63412;63413;63414;63415;65619;65620;65621;65622;65623;65624;65625;65626;65627;65628;65629;65630,414;1797;2616;2617;2618;2619;2620;2621;2622;2623;3054;3055;3056;3057;3058;18360;18361;18362;22112;23238;23239;23240;23241;23667;23668;23669;23670;23671;23672;24288;24289;24290;24291;24292;24293;31180;31181;32292;33739;34689;34690;34691;36100;36101;36102;36103;36104;36105;36826;36827;36828;37395;37396;37397;37398;37399;42108;42109;42110;43084;43085;45567;45568;45569;45570;45571;45572;45573;45574;47126;47127;47128;47129;47130;47131;47132;47133;47134;47135;47136,414;1797;2617;3055;3058;18361;22112;23239;23667;24291;31181;32292;33739;34691;36102;36826;37397;42109;43084;43085;45571;47133,5,119,9606;-1;-1;9606;-1;-1;9606;-1;-1;-1;9606;-1;-1;-1;9606;-1;-1;9606;-1;9606;9606;-1;-1;9606
P02538;CON__P02538;CON__Q8VED5;CON__P07744;CON__H-INV:HIT000016045;P14136;Q8N1N4;CON__Q8N1N4-2;CON__Q7RTT2,P02538;CON__P02538,28;28;7;4;2;1;1;1;1,1;1;0;0;0;0;0;0;0,1;1;0;0;0;0;0;0;0,"Keratin, type II cytoskeletal 6A",KRT6A,"sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3;",9,28,1,1,12,27,18,19,9,12,18,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.7,1.8,1.8,60.044,564,564;564;531;525;99;432;520;521;521,1,1,0.002453,6.5762,By matching,By MS/MS,By matching,By matching,By matching,By matching,By matching,By matching,18.4,39.9,31,28.4,13.7,20.2,33.3,37.2,392130,0,392130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,+,29,122;135;355;718;1392;2377;2648;3329;3451;5754;5755;5906;6442;7597;7614;7625;7828;8247;8318;8863;9397;9548;9549;9766;9767;11509;11579;11586,False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False,128;142;372;753;1454;2473;2752;3456;3586;5985;5986;6144;6696;6697;7951;7968;7979;8203;8635;8709;9266;9822;9975;9976;10201;10202;12024;12095;12102,682;683;684;685;686;738;739;1962;1963;1964;1965;1966;3960;3961;3962;3963;3964;3965;3966;7747;13083;13084;13085;13086;13087;13088;13089;13090;14545;14546;14547;14548;14549;14550;14551;14552;14553;14554;14555;18418;19129;19130;19131;19132;19133;19134;19135;19136;32944;32945;32946;32947;32948;32949;32950;32951;32952;32953;32954;32955;32956;32957;32958;33858;36851;36852;36853;44015;44016;44017;44018;44019;44020;44107;44108;44109;44110;44111;44112;44113;44114;44115;44116;44117;44118;44119;44120;44121;44122;44123;44124;44125;44126;44179;44180;44181;44182;44183;44184;44185;45377;45378;45379;45380;45381;47776;47777;47778;47779;47780;47781;47782;47783;48183;48184;48185;48186;48187;48188;51270;51271;51272;51273;51274;51275;54348;55059;55060;55061;55062;55063;55064;56566;56567;56568;56569;56570;56571;56572;56573;56574;66867;66868;66869;66870;66871;66872;66873;67244;67245;67246;67247;67248;67249;67250;67297;67298;67299;67300;67301,480;481;482;483;527;528;1443;1444;2883;2884;2885;2886;2887;2888;2889;5465;9210;9211;9212;9213;9214;9215;9216;9217;10277;10278;10279;10280;10281;10282;10283;13112;13633;13634;13635;13636;23504;23505;23506;23507;23508;23509;23510;23511;24171;26275;26276;31461;31462;31463;31464;31465;31466;31531;31532;31533;31534;31535;31536;31537;31538;31539;31540;31541;31542;31543;31544;31545;31546;31547;31548;31586;31587;31588;31589;31590;31591;31592;32542;32543;32544;34200;34201;34202;34203;34204;34465;34466;34467;34468;34469;36535;36536;38766;39289;39290;39291;39292;40539;40540;40541;40542;47974;47975;47976;47977;48265;48307;48308;48309;48310,481;528;1444;2886;5465;9214;10279;13112;13633;23505;23511;24171;26276;31464;31535;31591;32544;34200;34467;36535;38766;39290;39292;40540;40541;47975;48265;48308,6,279,9606;-1;-1;-1;-1;9606;9606;-1;-1
CON__P02672;P02671,CON__P02672,8;1,8;1,8;1,,,,2,8,8,8,4,8,4,1,0,3,2,0,4,8,4,1,0,3,2,0,4,8,4,1,0,3,2,0,14.3,14.3,14.3,67.011,615,615;866,1,22,0,88.662,By MS/MS,By MS/MS,By MS/MS,By matching,,By matching,By MS/MS,,7.2,14.3,6.5,1.6,0,5,4.1,0,12876000,989120,8676900,638120,128130,0,1397100,1046500,0,1408100,5539200,1558300,0,0,937930,683280,0,2,8,0,0,0,0,1,0,11,,,+,30,443;3284;3340;6858;7400;8252;8728;9522,True;True;True;True;True;True;True;True,466;3409;3468;7125;7739;8640;9130;9948,2460;2461;2462;2463;18208;18209;18483;18484;18485;39083;39084;39085;39086;42349;42350;47806;47807;50513;50514;50515;54926;54927,1819;12958;12959;13163;27910;30100;34221;34222;36037;39193;39194,1819;12959;13163;27910;30100;34222;36037;39194,,,-1;9606
CON__P02676;P02675,CON__P02676,8;1,8;1,8;1,,,,2,8,8,8,4,8,3,1,1,1,2,1,4,8,3,1,1,1,2,1,4,8,3,1,1,1,2,1,17.8,17.8,17.8,56.44,495,495;491,1,22,0,79.094,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By matching,By matching,10.7,17.8,9.1,2.6,2.6,2,4.6,2,15553000,1318700,11212000,323340,410350,0,620280,1389300,278880,2121200,8593400,1773600,0,0,0,1047900,0,0,8,1,0,1,0,0,0,10,,,+,31,1539;3130;3460;3931;4781;8141;8327;10376,True;True;True;True;True;True;True;True,1607;3254;3595;4087;4980;8528;8718;10840,8538;8539;17286;19169;19170;19171;21893;21894;21895;21896;21897;21898;27226;27227;27228;47218;48230;60218;60219;60220;60221;60222,6042;12276;13653;15644;19483;19484;33824;34505;43198;43199;43200,6042;12276;13653;15644;19484;33824;34505;43198,7,339,-1;9606
P02768;CON__P02768-1,P02768;CON__P02768-1,3;3,2;2,2;2,Serum albumin,ALB,sp|P02768|ALBU_HUMAN Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2;,2,3,2,2,3,3,3,2,2,3,2,3,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,5.1,2.8,2.8,69.366,609,609;609,1,13,0,15.433,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,5.1,5.1,5.1,3.8,3.8,5.1,3.8,5.1,10087000,1256600,2404200,1146800,1141900,874800,1176200,904770,1181800,2980200,7121400,9837200,0,0,1550400,0,1730200,1,2,2,1,0,0,0,1,7,,,+,32,2770;9357;11118,True;True;False,2879;9782;11621,15260;15261;15262;15263;15264;54130;54131;54132;54133;54134;54135;54136;54137;64697;64698;64699;64700;64701;64702;64703;64704,10799;10800;38609;38610;38611;38612;38613;46448;46449;46450;46451;46452;46453;46454;46455,10800;38611;46450,,,9606;-1
CON__P02769,CON__P02769,14,14,13,,,,1,14,14,13,14,14,14,13,13,13,13,13,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,19.4,19.4,17.1,69.293,607,607,1,125,0,289.91,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19.4,19.4,19.4,19.4,17.3,19.4,17.3,17.3,474550000,60124000,64724000,59025000,59558000,54662000,63785000,61072000,51600000,40751000,18925000,79369000,21888000,12257000,12616000,12057000,10210000,17,15,12,14,13,12,14,11,108,,,+,33,962;1186;2610;3871;3907;3913;5507;6056;6965;8415;8656;8657;10448;11118,True;True;True;True;True;True;True;True;True;True;True;True;True;True,1005;1238;2711;4022;4060;4067;5729;6297;7233;8808;9055;9056;10913;10914;11621,5329;5330;5331;5332;5333;5334;6551;6552;6553;6554;6555;6556;6557;14328;14329;14330;14331;14332;14333;14334;14335;14336;14337;21495;21496;21497;21498;21499;21500;21501;21502;21703;21704;21705;21706;21707;21708;21709;21710;21745;21746;21747;21748;21749;21750;21751;31494;31495;31496;31497;31498;31499;31500;31501;34626;34627;34628;34629;34630;34631;34632;39649;39650;39651;39652;39653;39654;39655;39656;48718;48719;48720;48721;48722;48723;48724;48725;50052;50053;50054;50055;50056;50057;50058;50059;50060;50061;50062;50063;50064;50065;50066;50067;50068;50069;50070;50071;50072;50073;50074;50075;50076;50077;60668;60669;60670;60671;60672;60673;60674;60675;60676;60677;60678;60679;60680;60681;64697;64698;64699;64700;64701;64702;64703;64704,3843;3844;3845;3846;3847;3848;4713;4714;4715;4716;10128;10129;10130;10131;10132;10133;10134;10135;10136;15364;15365;15366;15367;15368;15369;15370;15371;15513;15514;15515;15516;15517;15518;15531;15532;15533;15534;15535;15536;22464;22465;22466;22467;22468;22469;22470;22471;24719;24720;24721;24722;24723;24724;24725;24726;28285;28286;28287;34805;34806;34807;34808;34809;34810;34811;34812;35712;35713;35714;35715;35716;35717;35718;35719;35720;35721;35722;35723;35724;35725;35726;35727;35728;35729;35730;35731;35732;35733;35734;35735;43553;43554;43555;43556;43557;43558;43559;43560;43561;43562;46448;46449;46450;46451;46452;46453;46454;46455,3848;4714;10132;15370;15517;15531;22469;24721;28286;34806;35716;35723;43559;46450,8,571,-1
P05787;CON__P05787;P08729;CON__Q3KNV1;CON__P08729;CON__H-INV:HIT000292931;CON__Q9H552,P05787;CON__P05787;P08729;CON__Q3KNV1;CON__P08729,7;7;4;4;4;2;2,1;1;0;0;0;1;0,1;1;0;0;0;1;0,"Keratin, type II cytoskeletal 8;Keratin, type II cytoskeletal 7",KRT8;KRT7,"sp|P05787|K2C8_HUMAN Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7;;sp|P08729|K2C7_HUMAN Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5;;",7,7,1,1,7,6,7,5,7,7,6,7,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,10.4,3.1,3.1,53.704,483,483;483;469;469;469;443;499,1,6,0.0088428,6.0984,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.4,7.2,10.4,7.2,10.4,10.4,10.4,10.4,16602000,3894600,0,2988000,0,2733800,2822200,2056000,2107500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,,+,34,1394;2377;2648;5345;6387;7614;11579,True;False;False;False;False;False;False,1456;2473;2752;5561;6641;7968;12095,7750;7751;7752;7753;7754;7755;13083;13084;13085;13086;13087;13088;13089;13090;14545;14546;14547;14548;14549;14550;14551;14552;14553;14554;14555;30585;30586;30587;30588;30589;30590;30591;30592;30593;30594;30595;36570;36571;36572;36573;36574;36575;36576;44107;44108;44109;44110;44111;44112;44113;44114;44115;44116;44117;44118;44119;44120;44121;44122;44123;44124;44125;44126;67244;67245;67246;67247;67248;67249;67250,5467;5468;9210;9211;9212;9213;9214;9215;9216;9217;10277;10278;10279;10280;10281;10282;10283;21855;21856;21857;21858;21859;21860;21861;26054;26055;26056;26057;26058;26059;31531;31532;31533;31534;31535;31536;31537;31538;31539;31540;31541;31542;31543;31544;31545;31546;31547;31548;48265,5467;9214;10279;21855;26059;31535;48265,,,9606;-1;9606;-1;-1;-1;-1
P08779;CON__P08779;CON__Q9Z2K1;CON__Q3ZAW8,P08779;CON__P08779,23;23;10;10,20;20;8;8,11;11;2;2,"Keratin, type I cytoskeletal 16",KRT16,"sp|P08779|K1C16_HUMAN Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4;",4,23,20,11,8,23,10,11,5,6,10,15,5,20,7,8,3,4,7,12,1,11,2,3,0,1,4,6,42.9,37.6,26,51.267,473,473;473;469;474,1,72,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14,42.9,16.7,19,7.4,9.1,20.9,28.5,154000000,474010,113140000,2184900,5819700,2169100,1633100,5794900,22790000,624460,61453000,8791700,4491200,1148000,871760,3118100,7597500,1,24,5,6,1,2,3,7,49,,,+,35,437;643;770;771;2242;2265;5412;5687;5799;5939;7532;8123;8387;8747;8929;9114;9848;9849;10109;10339;10340;10899;11291,True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False,460;677;806;807;2334;2358;5630;5917;6030;6178;7883;7884;8509;8780;9149;9338;9530;10286;10287;10561;10801;10802;11391;11797;11798,2431;2432;3558;3559;3560;3561;4221;4222;4223;4224;4225;4226;12389;12493;30976;30977;30978;32588;32589;32590;32591;32592;32593;32594;32595;32596;32597;32598;32599;32600;33185;33186;33187;33188;33189;33190;34031;34032;34033;34034;34035;34036;34037;43632;43633;43634;43635;47102;48568;48569;48570;50619;50620;50621;51692;51693;51694;51695;51696;51697;51698;51699;52670;52671;52672;52673;52674;52675;52676;57006;57007;58688;58689;58690;58691;58692;58693;60044;60045;60046;60047;60048;60049;63408;63409;63410;63411;63412;63413;63414;63415;65619;65620;65621;65622;65623;65624;65625;65626;65627;65628;65629;65630,1797;2612;2613;2614;2615;3054;3055;3056;3057;3058;8738;8821;22110;22111;23238;23239;23240;23241;23667;23668;23669;23670;23671;23672;24288;24289;24290;24291;24292;24293;31177;31178;31179;33739;34694;34695;36099;36826;36827;36828;37529;37530;37531;40835;40836;42104;42105;42106;42107;43084;43085;45567;45568;45569;45570;45571;45572;45573;45574;47126;47127;47128;47129;47130;47131;47132;47133;47134;47135;47136,1797;2612;3055;3058;8738;8821;22110;23239;23667;24291;31178;33739;34694;36099;36826;37530;40835;40836;42104;43084;43085;45571;47133,5;9;10,121;239;259,9606;-1;-1;-1
P12035;CON__P12035;CON__Q01546,P12035;CON__P12035;CON__Q01546,11;11;8,1;1;0,1;1;0,"Keratin, type II cytoskeletal 3",KRT3,"sp|P12035|K2C3_HUMAN Keratin, type II cytoskeletal 3 OS=Homo sapiens OX=9606 GN=KRT3 PE=1 SV=3;;",3,11,1,1,5,10,8,10,5,6,5,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12.1,2.5,2.5,64.416,628,628;629;638,1,2,1,-2,By matching,By matching,By matching,By matching,By matching,By matching,By matching,By MS/MS,5.9,11.6,9.6,9.7,7.2,7.6,7.8,11.6,714230,0,346450,0,0,0,0,0,367780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,+,,+,36,1436;2377;2648;5017;5664;5754;5755;6488;9766;9767;11579,False;False;False;True;False;False;False;False;False;False;False,1499;2473;2752;5227;5892;5985;5986;6743;10201;10202;12095,7989;7990;7991;7992;7993;13083;13084;13085;13086;13087;13088;13089;13090;14545;14546;14547;14548;14549;14550;14551;14552;14553;14554;14555;28642;28643;32449;32450;32451;32452;32453;32454;32455;32944;32945;32946;32947;32948;32949;32950;32951;32952;32953;32954;32955;32956;32957;32958;37076;37077;56566;56567;56568;56569;56570;56571;56572;56573;56574;67244;67245;67246;67247;67248;67249;67250,5635;9210;9211;9212;9213;9214;9215;9216;9217;10277;10278;10279;10280;10281;10282;10283;20491;23139;23140;23141;23504;23505;23506;23507;23508;23509;23510;23511;26454;26455;40539;40540;40541;40542;48265,5635;9214;10279;20491;23140;23505;23511;26454;40540;40541;48265,11,489,9606;-1;-1
CON__P12763,CON__P12763,5,5,5,,,,1,5,5,5,2,2,2,3,4,5,4,4,2,2,2,3,4,5,4,4,2,2,2,3,4,5,4,4,18.1,18.1,18.1,38.418,359,359,1,29,0,82.332,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7,7,7,9.2,15.9,18.1,15.9,15.9,118780000,1215800,2105000,576110,1084100,25426000,48336000,25780000,14253000,3451100,2498900,2669400,1517600,8394300,23983000,11634000,5815100,2,2,1,1,3,5,4,2,20,,,+,37,459;3984;3992;8044;10268,True;True;True;True;True,483;4140;4148;8424;10726,2540;2541;22184;22185;22186;22187;22234;22235;22236;22237;22238;22239;22240;22241;46594;46595;46596;46597;46598;46599;46600;59628;59629;59630;59631;59632;59633;59634;59635,1876;15871;15906;15907;15908;15909;15910;15911;33380;33381;33382;33383;42770;42771;42772;42773;42774;42775;42776;42777,1876;15871;15907;33382;42770,,,-1
