Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HD1,Peptides HD2,Peptides HD3,Peptides HD4,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Razor + unique peptides HD1,Razor + unique peptides HD2,Razor + unique peptides HD3,Razor + unique peptides HD4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Unique peptides HD1,Unique peptides HD2,Unique peptides HD3,Unique peptides HD4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HD1,Identification type HD2,Identification type HD3,Identification type HD4,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Sequence coverage HD1 [%],Sequence coverage HD2 [%],Sequence coverage HD3 [%],Sequence coverage HD4 [%],Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Intensity,Intensity HD1,Intensity HD2,Intensity HD3,Intensity HD4,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,LFQ intensity HD1,LFQ intensity HD2,LFQ intensity HD3,LFQ intensity HD4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,MS/MS count HD1,MS/MS count HD2,MS/MS count HD3,MS/MS count HD4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q99613;B5ME19,Q99613;B5ME19,13;13,13;13,13;13,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,2,13,13,13,5,8,13,9,9,4,5,6,5,8,13,9,9,4,5,6,5,8,13,9,9,4,5,6,14.6,14.6,14.6,105.34,913,913;914,1,60,0,103.66,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.2,9.6,14.6,10.7,10.5,4.2,5.9,7.6,51397000,1964500,1957700,18040000,2853400,18142000,1521400,3260400,3657900,1686500,1510500,2134500,2192200,1238200,677650,953900,718030,3,5,12,6,7,2,3,2,40,,,,21,417;1003;1045;1254;1995;3661;4700;5617;6447;6936;8588;9826;10461,True;True;True;True;True;True;True;True;True;True;True;True;True,434;1044;1087;1303;2069;3789;4872;5824;6681;7187;8960;10236;10887,2240;2241;2242;2243;2244;2245;2246;2247;5335;5336;5337;5338;5339;5549;5550;5551;6633;10650;19413;19414;19415;19416;25460;25461;25462;25463;25464;25465;25466;25467;30832;35384;35385;35386;38040;38041;38042;38043;47679;47680;47681;47682;47683;47684;54352;54353;54354;54355;54356;54357;54358;54359;54360;57939;57940;57941;57942;57943;57944;57945,1614;1615;1616;1617;1618;1619;1620;3748;3749;3750;3751;3916;4637;7395;13519;17881;17882;17883;17884;17885;21662;24849;24850;26714;26715;26716;26717;33564;37984;37985;37986;37987;37988;40735;40736;40737;40738;40739;40740;40741;40742,1617;3750;3916;4637;7395;13519;17881;21662;24849;26715;33564;37984;40737,,,9606;9606
CON__A2A5Y0,CON__A2A5Y0,8,3,3,,,,1,8,3,3,8,2,0,1,1,1,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13.9,4.1,4.1,47.117,416,416,1,3,0,4.1544,By MS/MS,By matching,,By matching,By matching,By matching,By matching,By matching,13.9,5.3,0,1.7,1.7,1.7,1.7,1.7,175370000,175370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,,+,22,2305;5999;6000;6990;7551;10605;10677;12224,False;False;True;False;False;False;True;True,2388;2389;6221;6222;7244;7818;11040;11113;12717,12129;12130;12131;32991;32992;32993;32994;32995;32996;32997;32998;32999;33000;33001;33002;33003;38300;38301;38302;41247;41248;59084;59448;68133,8405;8406;8407;23078;23079;23080;23081;26906;26907;28921;28922;41627;41867;48094,8407;23080;23081;26907;28921;41627;41867;48094,8,60,-1
CON__ENSEMBL:ENSBTAP00000018229;CON__Q3MHN5,CON__ENSEMBL:ENSBTAP00000018229;CON__Q3MHN5,3;2,3;2,3;2,,,;,2,3,3,3,0,0,0,0,2,0,1,3,0,0,0,0,2,0,1,3,0,0,0,0,2,0,1,3,8.6,8.6,8.6,53.661,475,475;474,1,6,0,23.322,,,,,By MS/MS,,By MS/MS,By MS/MS,0,0,0,0,6.3,0,1.7,8.6,3905300,0,0,0,0,2221700,0,237870,1445700,0,0,0,0,639130,0,0,866980,0,0,0,0,2,0,0,3,5,,,+,23,3856;4824;11749,True;True;True,3991;5008;12234,20462;26241;26242;26243;65583;65584,14294;18436;18437;46311;46312,14294;18437;46311,,,-1;-1
CON__ENSEMBL:ENSBTAP00000018574,CON__ENSEMBL:ENSBTAP00000018574,1,1,1,,,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.6,2.6,2.6,55.207,496,496,1,2,0.0028818,2.2285,,,By MS/MS,,,By matching,,,0,0,2.6,0,0,2.6,0,0,1104800,0,0,683000,0,0,421830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,+,24,10704,TRUE,11141,59596;59597,41963,41963,,,-1
CON__ENSEMBL:ENSBTAP00000024146;P01023,CON__ENSEMBL:ENSBTAP00000024146,9;1,9;1,9;1,,,,2,9,9,9,5,2,0,3,8,2,0,3,5,2,0,3,8,2,0,3,5,2,0,3,8,2,0,3,8.8,8.8,8.8,164.34,1477,1477;1474,1,23,0,32.2,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By matching,,By MS/MS,5,1.4,0,2.3,7.9,2.6,0,3.3,9820400,805710,175800,0,224190,7055900,1094000,0,464800,624040,324790,0,356670,879120,461450,0,271330,4,1,0,1,8,0,0,1,15,,,+,25,385;778;3614;4862;8196;8876;10473;11351;12261,True;True;True;True;True;True;True;True;True,401;811;3739;5046;8553;9252;10900;11811;12755,2082;2083;2084;2085;2086;4097;4098;19135;19136;19137;26474;45439;45440;45441;45442;49135;49136;49137;49138;58000;63275;63276;68349,1501;1502;1503;1504;2879;2880;13307;18607;31976;31977;34499;34500;40770;44692;48258,1503;2880;13307;18607;31977;34499;40770;44692;48258,,,-1;9606
O76009;CON__O76009;CON__Q6NTB9;O76011;CON__O76011;CON__Q8IUT8,O76009;CON__O76009;CON__Q6NTB9;O76011;CON__O76011;CON__Q8IUT8,10;10;8;6;6;6,1;1;1;1;1;1,0;0;0;0;0;0,"Keratin, type I cuticular Ha3-I;Keratin, type I cuticular Ha4",KRT33A;KRT34,"sp|O76009|KT33A_HUMAN Keratin, type I cuticular Ha3-I OS=Homo sapiens OX=9606 GN=KRT33A PE=2 SV=2;;;sp|O76011|KRT34_HUMAN Keratin, type I cuticular Ha4 OS=Homo sapiens OX=9606 GN=KRT34 PE=1 SV=2;;",6,10,1,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,1.7,0,45.94,404,404;404;404;436;394;436,1,1,1,-2,By MS/MS,By matching,,,,,,,21.3,5.2,0,0,0,0,0,0,18439000,18439000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,+,,+,26,2305;6114;6127;6128;7551;8748;8757;8920;8921;10605,False;True;False;False;False;False;False;False;False;False,2388;2389;6337;6350;6351;7818;9122;9131;9296;9297;11040,12129;12130;12131;33568;33618;33619;41247;41248;48463;48464;48503;49380;49381;49382;49383;59084,8405;8406;8407;23479;23522;23523;28921;28922;34091;34092;34122;34652;34653;34654;41627,8407;23479;23522;23523;28921;34091;34122;34652;34653;41627,8,60,9606;-1;-1;9606;-1;-1
O76013;CON__O76013,O76013;CON__O76013,7;7,3;3,3;3,"Keratin, type I cuticular Ha6",KRT36,"sp|O76013|KRT36_HUMAN Keratin, type I cuticular Ha6 OS=Homo sapiens OX=9606 GN=KRT36 PE=1 SV=1;",2,7,3,3,7,1,1,1,2,1,1,1,3,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,13.9,4.5,4.5,52.247,467,467;467,1,6,0,4.7738,By MS/MS,By matching,By matching,By matching,By matching,By matching,By matching,By matching,13.9,1.5,1.9,1.5,3.9,1.5,1.5,1.5,208520000,208240000,0,280220,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,,,+,27,2104;2305;5999;7514;8678;8726;9443,True;False;False;True;True;False;False,2182;2388;2389;6221;7779;9050;9099;9832,11170;12129;12130;12131;32991;32992;32993;32994;32995;32996;32997;32998;32999;33000;33001;33002;41049;41050;41051;41052;48115;48364;48365;52156,7741;8405;8406;8407;23078;23079;23080;28800;28801;28802;33842;34019;36441,7741;8407;23080;28801;33842;34019;36441,8,97,9606;-1
O76015;CON__O76015,O76015;CON__O76015,3;3,1;1,0;0,"Keratin, type I cuticular Ha8",KRT38,"sp|O76015|KRT38_HUMAN Keratin, type I cuticular Ha8 OS=Homo sapiens OX=9606 GN=KRT38 PE=1 SV=3;",2,3,1,0,3,1,0,1,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5.5,2,0,50.479,456,456;456,1,4,0.0039339,1.9324,By MS/MS,By matching,,By matching,By matching,By matching,By matching,By matching,5.5,1.5,0,1.5,3.5,3.5,3.5,1.5,4206400,2084900,0,0,0,660500,538280,922710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,+,28,2305;5999;6257,False;False;True,2388;2389;6221;6486,12129;12130;12131;32991;32992;32993;32994;32995;32996;32997;32998;32999;33000;33001;33002;34410;34411;34412;34413,8405;8406;8407;23078;23079;23080;24090,8407;23080;24090,8,108,9606;-1
O95678;CON__O95678,O95678;CON__O95678,9;9,2;2,2;2,"Keratin, type II cytoskeletal 75",KRT75,"sp|O95678|K2C75_HUMAN Keratin, type II cytoskeletal 75 OS=Homo sapiens OX=9606 GN=KRT75 PE=1 SV=2;",2,9,2,2,8,5,4,6,3,7,5,7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14.9,2.2,2.2,59.56,551,551;551,1,3,0,4.1741,By MS/MS,By matching,By matching,By matching,By matching,By matching,By matching,By matching,12.7,8.7,6.5,10.9,4.9,12.7,8.7,12.7,986190000,986190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,+,29,2448;2716;6080;8041;10117;10336;10337;12202;12210,False;False;False;False;False;True;True;False;False,2538;2816;6303;8383;10532;10757;10758;12695;12703,12858;12859;12860;12861;12862;12863;12864;14331;14332;14333;14334;14335;14336;14337;14338;14339;14340;14341;33377;33378;33379;33380;33381;33382;33383;33384;44569;44570;44571;44572;44573;44574;44575;55808;55809;55810;55811;57262;57263;57264;68021;68022;68023;68024;68025;68026;68027;68028;68073;68074;68075,8904;8905;8906;8907;8908;8909;8910;9925;9926;9927;9928;9929;9930;9931;23347;23348;23349;23350;23351;31325;31326;31327;31328;31329;31330;31331;39032;39033;40250;40251;40252;48002;48003;48004;48038;48039,8907;9926;23347;31329;39033;40250;40252;48003;48038,,,9606;-1
CON__P00735;P00734,CON__P00735,4;1,4;1,4;1,,,,2,4,4,4,2,2,3,1,4,4,3,3,2,2,3,1,4,4,3,3,2,2,3,1,4,4,3,3,6.2,6.2,6.2,70.505,625,625;622,1,24,0,18.452,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.6,2.6,5,1.1,6.2,6.2,5,5,26575000,111300,790410,3932400,352420,10325000,2129000,3921900,5012900,0,1099100,1227700,0,1869900,1098300,1592700,1885500,2,2,4,1,4,2,4,3,22,,,+,30,6793;11907;12273;12460,True;True;True;True,7036;12394;12767;12959,37305;37306;37307;37308;37309;37310;37311;37312;37313;37314;66400;66401;68408;68409;68410;68411;68412;68413;68414;69430;69431;69432;69433;69434,26185;26186;26187;26188;26189;26190;26191;26192;46868;48299;48300;48301;48302;48303;48304;48305;49036;49037;49038;49039;49040;49041,26190;46868;48299;49041,,,-1;9606
CON__P00761,CON__P00761,4,4,4,,,,1,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,25.1,25.1,25.1,24.409,231,231,1,75,0,108.64,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25.1,25.1,25.1,25.1,16.5,16.5,16.5,25.1,16859000000,2194400000,2104000000,1689100000,1509000000,2188500000,2450900000,2679300000,2043700000,6081600000,7395400000,1623900000,7011300000,936520000,2721100000,2457100000,1774600000,9,9,6,9,6,6,7,7,59,,,+,31,4613;6372;7372;11146,True;True;True;True,4781;4782;6602;7634;11599,24964;24965;24966;24967;24968;24969;24970;24971;24972;34981;34982;34983;34984;34985;34986;34987;34988;34989;34990;34991;34992;34993;34994;34995;34996;40294;40295;40296;40297;40298;40299;40300;40301;40302;40303;40304;40305;40306;40307;40308;40309;40310;40311;40312;40313;40314;62091;62092;62093;62094;62095;62096;62097;62098;62099;62100;62101;62102;62103;62104;62105;62106;62107;62108;62109;62110;62111;62112;62113;62114;62115;62116;62117;62118;62119,17548;17549;17550;17551;24523;24524;24525;24526;24527;24528;24529;24530;24531;24532;24533;24534;24535;24536;24537;24538;28283;28284;28285;28286;28287;28288;28289;28290;28291;28292;28293;28294;28295;28296;28297;43803;43804;43805;43806;43807;43808;43809;43810;43811;43812;43813;43814;43815;43816;43817;43818;43819;43820;43821;43822;43823;43824;43825;43826;43827;43828;43829;43830,17550;24528;28289;43811,9,94,-1
CON__P01966;P69905,CON__P01966,6;2,6;2,6;2,,,,2,6,6,6,6,5,6,5,6,6,6,6,6,5,6,5,6,6,6,6,6,5,6,5,6,6,6,6,71.8,71.8,71.8,15.184,142,142;142,1,63,0,208.53,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,71.8,52.1,71.8,52.1,71.8,71.8,71.8,71.8,462990000,14780000,2286300,15375000,7504500,202030000,15150000,43031000,162840000,8908100,4420100,2766000,8345200,25060000,7814900,10901000,26475000,6,6,6,6,10,10,9,10,63,,,+,32,893;2701;6864;7673;11059;11336,True;True;True;True;True;True,932;2800;7108;7961;7962;11507;11796,4728;4729;4730;4731;4732;4733;4734;4735;4736;14264;14265;14266;14267;14268;14269;14270;14271;37649;37650;37651;37652;37653;37654;41922;41923;41924;41925;41926;41927;41928;41929;41930;41931;41932;41933;41934;41935;41936;41937;41938;41939;41940;41941;41942;61540;61541;61542;61543;61544;61545;61546;61547;61548;61549;61550;63183;63184;63185;63186;63187;63188;63189;63190,3294;3295;3296;3297;3298;3299;3300;3301;3302;9876;9877;9878;9879;9880;9881;9882;9883;26445;26446;26447;26448;26449;29362;29363;29364;29365;29366;29367;29368;29369;29370;29371;29372;29373;29374;29375;29376;29377;29378;29379;29380;29381;43396;43397;43398;43399;43400;43401;43402;43403;43404;43405;43406;44624;44625;44626;44627;44628;44629;44630;44631;44632;44633,3300;9883;26446;29372;43403;44631,10,33,-1;9606
P02533;CON__P02533;CON__Q6IFX2;P19012;CON__A2A4G1;CON__P19012;CON__P19001;P08727;CON__P08727;CON__Q61782;CON__Q8N1A0;CON__P05784;CON__A2AB72;Q7Z3Y9;Q8N1A0;CON__Q7Z3Y9;Q99456;CON__Q99456;P05783,P02533;CON__P02533;CON__Q6IFX2,15;15;8;6;6;6;5;5;5;2;1;1;1;1;1;1;1;1;1,12;12;7;4;3;4;3;3;3;2;1;0;0;0;1;0;0;0;0,3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,"Keratin, type I cytoskeletal 14",KRT14,"sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4;;",19,15,12,3,11,13,4,15,3,10,9,12,8,10,2,12,1,7,6,9,1,2,0,3,0,2,2,2,31.6,26.3,11,51.561,472,472;472;452;456;456;456;403;400;400;93;295;423;453;468;295;468;494;494;430,1,58,0,61.052,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.8,25.8,7.6,31.6,5.3,21.2,21.6,24.4,34935000,2355400,3647700,328050,5320500,0,5489600,2431000,15363000,1555200,4153600,298580,3246000,0,2151100,611770,2553000,3,8,0,9,1,5,2,10,38,,,+,33,458;668;795;4722;5686;5999;6126;6262;7945;8818;9239;9471;9627;11506;11921,True;True;True;True;True;False;False;True;True;True;True;True;True;True;False,477;700;828;4898;5896;6221;6349;6491;8283;8284;9194;9623;9866;10028;11977;12408,2465;2466;2467;2468;3601;3602;3603;3604;4178;4179;4180;25621;25622;31244;31245;31246;31247;32991;32992;32993;32994;32995;32996;32997;32998;32999;33000;33001;33002;33610;33611;33612;33613;33614;33615;33616;33617;34434;34435;34436;34437;34438;44011;44012;44013;44014;44015;44016;44017;44018;44019;48849;48850;51141;51142;51143;51144;51145;51146;52402;52403;52404;52405;52406;53254;53255;53256;53257;53258;53259;64268;64269;64270;64271;64272;64273;64274;64275;66481;66482;66483;66484;66485;66486;66487,1761;2523;2524;2525;2526;2527;2528;2935;2936;2937;18007;21927;23078;23079;23080;23514;23515;23516;23517;23518;23519;23520;23521;24106;24107;30936;30937;34312;34313;35809;35810;35811;35812;35813;35814;36610;36611;37198;37199;37200;37201;37202;45384;45385;45386;45387;45388;45389;45390;45391;46926;46927;46928;46929;46930,1761;2528;2937;18007;21927;23080;23514;24106;30937;34312;35809;36611;37201;45386;46927,11,119,9606;-1;-1;9606;-1;-1;-1;9606;-1;-1;-1;-1;-1;9606;9606;-1;9606;-1;9606
P02538;P48668;CON__P48668;CON__P02538;CON__P04259;P19013;CON__P19013,P02538;P48668;CON__P48668;CON__P02538;CON__P04259,19;19;19;19;18;1;1,7;7;7;7;6;0;0,1;1;1;1;0;0;0,"Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6C",KRT6A;KRT6C,"sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3;sp|P48668|K2C6C_HUMAN Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3;;;",7,19,7,1,13,15,7,14,8,19,9,19,3,3,0,2,0,7,0,7,0,0,0,0,0,1,0,1,33.3,15.2,3,60.044,564,564;564;564;564;564;520;594,1,23,0,40.957,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,20.4,24.3,9.8,22.3,10.3,33.3,13.8,33.3,22848000,1076100,657430,0,73527,0,9157300,0,11883000,931130,720950,0,0,0,2155500,0,1761400,1,2,0,1,0,7,0,7,18,,,+,34,129;372;737;2448;2716;3589;6080;8016;8031;8041;8266;8670;8752;9382;10117;10338;12135;12202;12210,True;True;False;False;False;False;False;True;False;False;True;False;False;False;True;True;False;False;True,132;386;770;2538;2816;3714;6303;8358;8373;8383;8625;9042;9126;9770;10532;10759;12627;12695;12703,683;684;685;686;687;1999;2000;3923;3924;3925;3926;3927;3928;12858;12859;12860;12861;12862;12863;12864;14331;14332;14333;14334;14335;14336;14337;14338;14339;14340;14341;19013;19014;19015;19016;19017;19018;33377;33378;33379;33380;33381;33382;33383;33384;44411;44412;44413;44414;44498;44499;44500;44501;44502;44503;44504;44505;44506;44507;44508;44509;44510;44511;44512;44513;44514;44515;44516;44517;44518;44519;44569;44570;44571;44572;44573;44574;44575;45825;45826;45827;48086;48087;48088;48089;48090;48091;48092;48093;48474;48475;48476;48477;48478;51888;51889;51890;51891;51892;51893;55808;55809;55810;55811;57265;57266;67654;67655;67656;67657;67658;67659;67660;68021;68022;68023;68024;68025;68026;68027;68028;68073;68074;68075,472;473;474;475;1429;1430;2763;2764;2765;8904;8905;8906;8907;8908;8909;8910;9925;9926;9927;9928;9929;9930;9931;13231;13232;13233;23347;23348;23349;23350;23351;31210;31211;31212;31213;31276;31277;31278;31279;31280;31281;31282;31283;31284;31285;31286;31287;31288;31289;31290;31325;31326;31327;31328;31329;31330;31331;32271;32272;33823;33824;33825;33826;33827;34098;34099;34100;36280;36281;39032;39033;40253;40254;47729;47730;47731;47732;47733;47734;48002;48003;48004;48038;48039,475;1429;2763;8907;9926;13233;23347;31212;31290;31329;32272;33823;34098;36281;39033;40253;47734;48003;48038,,,9606;9606;-1;-1;-1;9606;-1
CON__P02662,CON__P02662,2,2,2,,,,1,2,2,2,1,1,0,1,0,2,2,0,1,1,0,1,0,2,2,0,1,1,0,1,0,2,2,0,10.6,10.6,10.6,22.975,199,199,1,7,0,4.0967,By matching,By matching,,By matching,,By MS/MS,By MS/MS,,5.5,5.5,0,5.5,0,10.6,10.6,0,827770,15555,14142,0,15422,0,268960,513700,0,0,0,0,0,0,219290,308200,0,0,0,0,0,0,0,2,0,2,,,+,35,3957;12393,True;True,4096;12890,21044;21045;21046;21047;21048;69093;69094,14713;48796,14713;48796,,,-1
CON__P02672;P02671,CON__P02672,10;1,10;1,10;1,,,,2,10,10,10,9,8,2,4,10,6,0,0,9,8,2,4,10,6,0,0,9,8,2,4,10,6,0,0,19,19,19,67.011,615,615;866,1,39,0,90.183,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,,,16.9,14.8,3.4,7.8,19,11.7,0,0,31977000,4214800,2644600,448870,702520,21431000,2535400,0,0,2044500,1772000,367400,739220,2664600,995540,0,0,6,5,0,1,8,3,0,0,23,,,+,36,466;3090;3405;3471;7235;7817;7836;8677;9219;10090,True;True;True;True;True;True;True;True;True;True,485;3202;3523;3592;7493;8145;8168;9049;9603;10504,2500;2501;2502;2503;2504;2505;16333;16334;16335;16336;16337;18044;18045;18365;18366;18367;18368;18369;39620;39621;39622;39623;42866;42867;42868;42980;48111;48112;48113;48114;51029;51030;51031;51032;55672;55673;55674;55675;55676,1788;11335;11336;11337;11338;11339;12571;12572;12790;12791;12792;27806;29958;29959;30041;33838;33839;33840;33841;35742;38932;38933;38934;38935,1788;11338;12572;12790;27806;29958;30041;33838;35742;38932,12,262,-1;9606
CON__P02676;P02675,CON__P02676,6;1,6;1,6;1,,,,2,6,6,6,4,4,1,3,6,2,0,1,4,4,1,3,6,2,0,1,4,4,1,3,6,2,0,1,15.4,15.4,15.4,56.44,495,495;491,1,21,0,18.468,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,,By matching,10.1,10.1,2,8.3,15.4,3.8,0,2,22218000,2633600,1103900,265140,476510,16570000,819090,0,350140,2821900,1887600,0,759110,1943000,664750,0,0,3,3,0,2,4,2,0,0,14,,,+,37,3232;3597;4110;8475;8568;10953,True;True;True;True;True;True,3348;3722;4259;8840;8939;11397,17105;17106;17107;17108;19058;19059;19060;19061;21960;21961;21962;21963;21964;21965;21966;46981;46982;46983;46984;47574;60933,11881;11882;11883;11884;13257;13258;13259;15341;15342;15343;15344;15345;33106;33495;42926,11881;13258;15342;33106;33495;42926,,,-1;9606
P02768;CON__P02768-1,P02768;CON__P02768-1,4;4,2;2,2;2,Serum albumin,ALB,sp|P02768|ALBU_HUMAN Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2;,2,4,2,2,4,4,4,4,3,4,3,4,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,5.6,3.1,3.1,69.366,609,609;609,1,16,0,11.397,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,5.6,5.6,5.6,5.6,3.9,5.6,3.9,5.6,10048000,1311100,1247100,1393700,1337500,1077000,1340700,952010,1389100,2932300,2824800,2010900,4223900,0,2173100,0,1790200,1,1,1,2,0,1,1,1,8,,,+,38,5941;7519;9909;11745,False;True;True;False,6161;7784;10321;12230,32663;32664;32665;32666;32667;32668;32669;32670;32671;41084;41085;41086;41087;41088;41089;41090;41091;54830;54831;54832;54833;54834;54835;54836;54837;65559;65560;65561;65562;65563;65564;65565;65566,22861;22862;22863;28824;38331;38332;38333;38334;38335;38336;38337;46288;46289;46290;46291;46292;46293;46294;46295,22862;28824;38335;46289,,,9606;-1
CON__P02769,CON__P02769,16,16,14,,,,1,16,16,14,16,15,15,16,15,15,16,14,16,15,15,16,15,15,16,14,14,13,13,14,13,13,14,12,21.3,21.3,18.8,69.293,607,607,1,132,0,197.39,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.3,19.3,19.6,21.3,19.6,21.3,21.3,19.3,735820000,77958000,70534000,66828000,69439000,132660000,92303000,93690000,132410000,29268000,37421000,7965400,33740000,7952500,16794000,13572000,17465000,15,14,12,14,12,10,14,15,106,,,+,39,995;1218;2674;4044;4085;4092;5793;5941;6379;7357;7518;8853;9123;9124;11033;11745,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1035;1265;2769;4187;4231;4239;6007;6161;6610;7619;7783;9229;9504;9505;11479;12230,5266;5267;5268;5269;5270;5271;5272;5273;5274;6440;6441;6442;6443;6444;6445;6446;6447;14126;14127;14128;14129;14130;14131;14132;14133;21522;21523;21524;21525;21526;21527;21528;21529;21763;21764;21765;21766;21767;21768;21769;21770;21805;21806;21807;21808;21809;21810;31782;31783;31784;31785;31786;31787;31788;31789;32663;32664;32665;32666;32667;32668;32669;32670;32671;35030;35031;35032;35033;35034;35035;35036;35037;40229;40230;40231;40232;40233;40234;40235;40236;41078;41079;41080;41081;41082;41083;49021;49022;49023;49024;49025;49026;49027;49028;50505;50506;50507;50508;50509;50510;50511;50512;50513;50514;50515;50516;50517;50518;50519;50520;50521;50522;50523;50524;50525;50526;50527;50528;61401;61402;61403;61404;61405;61406;65559;65560;65561;65562;65563;65564;65565;65566,3689;3690;3691;3692;3693;3694;3695;3696;3697;4502;4503;4504;4505;4506;4507;4508;9792;9793;9794;9795;9796;9797;9798;9799;15061;15062;15063;15064;15065;15066;15067;15209;15210;15211;15212;15213;15228;15229;15230;15231;15232;15233;22276;22277;22278;22279;22280;22281;22282;22283;22861;22862;22863;24564;24565;24566;24567;24568;24569;24570;24571;28245;28823;34425;34426;34427;34428;34429;34430;34431;34432;35384;35385;35386;35387;35388;35389;35390;35391;35392;35393;35394;35395;35396;35397;35398;35399;35400;35401;35402;35403;35404;35405;43286;43287;43288;43289;43290;43291;46288;46289;46290;46291;46292;46293;46294;46295,3690;4502;9792;15064;15210;15228;22276;22862;24570;28245;28823;34429;35385;35400;43286;46289,13,571,-1
